"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate"""
"""8388""",1010.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,12.0,1.0,13.0,119.0,-5.0,9.0,13.0,48.0,200.0,1085.0,14.0,93.0,725000.0,6.0,2.0,1.0,40230.0
"""8389""",792.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,5.0,6.0,9.0,128.0,0.0,7.0,15.0,52.0,37.0,1032.0,14.0,100.0,725000.0,2.0,2.0,1.0,40417.0
"""8390""",1245.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,4.0,10.0,1.0,126.0,-2.0,1.0,22.0,52.0,990.0,1211.0,14.0,102.0,725000.0,1.0,3.0,1.0,40098.0
"""8391""",765.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,1.0,11.0,7.0,126.0,-7.0,9.0,20.0,57.0,130.0,1095.0,14.0,111.0,725000.0,6.0,2.0,1.0,39891.0
"""8392""",996.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,3.0,9.0,51.0,130.0,0.0,71.0,2.0,54.0,72.0,1253.0,14.0,112.0,725000.0,1.0,1.0,1.0,40492.0
"""8393""",170.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,14.0,2.0,15.0,117.0,-2.0,3.0,12.0,43.0,150.0,1113.0,14.0,96.0,725000.0,1.0,2.0,1.0,39349.0
"""8394""",1165.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,9.0,4.0,4.0,126.0,0.0,87.0,7.0,50.0,63.0,1212.0,14.0,96.0,725000.0,1.0,1.0,1.0,40480.0
"""8395""",1212.0,41798.0,33686.0,8.0,4.0,1200.0,2.0,7.0,8.0,19.0,126.0,-2.0,38.0,17.0,52.0,250.0,1147.0,14.0,99.0,725000.0,2.0,3.0,1.0,40427.0
"""8396""",1067.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,14.0,8.0,1.0,113.0,-2.0,3.0,11.0,41.0,790.0,987.0,14.0,98.0,725000.0,1.0,1.0,1.0,40078.0
"""8397""",903.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,3.0,6.0,15.0,127.0,-2.0,169.0,23.0,55.0,410.0,1234.0,14.0,106.0,725000.0,1.0,1.0,1.0,40077.0
"""8398""",48.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,4.0,9.0,13.0,123.0,-5.0,9.0,13.0,54.0,220.0,1116.0,14.0,96.0,725000.0,2.0,2.0,4.0,39725.0
"""8399""",631.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,13.0,4.0,6.0,116.0,-2.0,26.0,3.0,44.0,150.0,1077.0,14.0,96.0,725000.0,1.0,1.0,1.0,39753.0
"""8400""",866.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,5.0,3.0,35.0,128.0,0.0,17.0,7.0,54.0,24.0,1103.0,14.0,108.0,725000.0,1.0,2.0,1.0,40453.0
"""8401""",1198.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,12.0,12.0,55.0,120.0,0.0,7.0,6.0,46.0,990.0,1051.0,14.0,95.0,725000.0,2.0,2.0,1.0,40456.0
"""8402""",4.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,10.0,7.0,3.0,121.0,0.0,88.0,4.0,47.0,83.0,1135.0,14.0,106.0,725000.0,1.0,2.0,1.0,40067.0
"""8403""",129.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,8.0,13.0,7.0,119.0,-7.0,6.0,9.0,52.0,66.0,1169.0,14.0,110.0,725000.0,2.0,2.0,1.0,40109.0
"""8404""",1246.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,6.0,5.0,16.0,127.0,0.0,23.0,17.0,53.0,43.0,1133.0,14.0,101.0,725000.0,1.0,2.0,1.0,40483.0
"""8405""",1203.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,7.0,10.0,5.0,126.0,0.0,37.0,2.0,52.0,93.0,1074.0,14.0,90.0,725000.0,2.0,5.0,1.0,40403.0
"""8406""",1148.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,9.0,1.0,8.0,122.0,-2.0,1.0,18.0,50.0,990.0,1074.0,14.0,96.0,725000.0,2.0,2.0,1.0,40500.0
"""8407""",190.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,2.0,2.0,12.0,131.0,0.0,3.0,22.0,57.0,630.0,1089.0,14.0,106.0,725000.0,1.0,2.0,1.0,38227.0
"""8408""",1206.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,1.0,11.0,51.0,133.0,0.0,14.0,16.0,64.0,990.0,980.0,14.0,92.0,725000.0,7.0,2.0,1.0,40598.0
"""8409""",1184.0,41798.0,33687.0,8.0,4.0,1400.0,2.0,11.0,14.0,19.0,119.0,-2.0,93.0,20.0,47.0,990.0,1009.0,14.0,95.0,725000.0,2.0,2.0,1.0,40480.0
"""8410""",1051.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,3.0,12.0,3.0,131.0,0.0,1.0,5.0,54.0,40.0,1082.0,14.0,106.0,725000.0,1.0,3.0,1.0,40460.0
"""8411""",53.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,11.0,11.0,55.0,121.0,0.0,30.0,6.0,44.0,680.0,1145.0,14.0,94.0,725000.0,2.0,2.0,1.0,39760.0
"""8412""",1011.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,8.0,5.0,5.0,128.0,0.0,9.0,13.0,51.0,49.0,1212.0,14.0,101.0,725000.0,1.0,2.0,1.0,40148.0
"""8413""",1042.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,10.0,3.0,1.0,119.0,-2.0,14.0,22.0,44.0,980.0,1130.0,14.0,103.0,725000.0,2.0,2.0,1.0,40436.0
"""8414""",484.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,1.0,1.0,12.0,133.0,0.0,9.0,13.0,56.0,630.0,1043.0,14.0,108.0,725000.0,1.0,2.0,1.0,40082.0
"""8415""",929.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,14.0,7.0,19.0,116.0,-2.0,1.0,21.0,41.0,270.0,1140.0,14.0,102.0,725000.0,2.0,2.0,1.0,40422.0
"""8416""",1247.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,7.0,4.0,51.0,129.0,0.0,1.0,18.0,52.0,120.0,1006.0,14.0,100.0,725000.0,2.0,3.0,1.0,40443.0
"""8417""",870.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,6.0,9.0,35.0,129.0,0.0,257.0,16.0,52.0,48.0,1161.0,14.0,104.0,725000.0,1.0,1.0,1.0,40498.0
"""8418""",374.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,4.0,10.0,16.0,130.0,0.0,260.0,8.0,53.0,80.0,1048.0,14.0,105.0,725000.0,6.0,2.0,1.0,39501.0
"""8419""",1052.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,13.0,8.0,8.0,117.0,-2.0,32.0,17.0,42.0,350.0,1169.0,14.0,101.0,725000.0,1.0,2.0,1.0,40496.0
"""8420""",690.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,9.0,14.0,9.0,123.0,0.0,7.0,22.0,46.0,85.0,1159.0,14.0,97.0,725000.0,2.0,2.0,1.0,39366.0
"""8421""",949.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,5.0,6.0,7.0,123.0,-7.0,7.0,9.0,53.0,300.0,1114.0,14.0,0.0,725000.0,3.0,2.0,1.0,39935.0
"""8422""",587.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,2.0,2.0,13.0,128.0,-5.0,1.0,13.0,56.0,140.0,1051.0,14.0,106.0,725000.0,1.0,2.0,1.0,39730.0
"""8423""",1120.0,41798.0,33688.0,8.0,4.0,1600.0,2.0,12.0,13.0,15.0,118.0,-2.0,7.0,23.0,43.0,390.0,1150.0,14.0,94.0,725000.0,2.0,2.0,1.0,39714.0
"""8424""",902.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,11.0,8.0,55.0,122.0,0.0,60.0,9.0,48.0,100.0,1115.0,14.0,105.0,725000.0,1.0,2.0,1.0,40100.0
"""8425""",557.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,5.0,10.0,1.0,123.0,-2.0,7.0,23.0,51.0,400.0,1095.0,14.0,88.0,725000.0,1.0,2.0,1.0,38597.0
"""8426""",699.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,10.0,2.0,35.0,124.0,0.0,15.0,5.0,50.0,81.0,1241.0,14.0,111.0,725000.0,2.0,2.0,1.0,39732.0
"""8427""",1153.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,4.0,4.0,24.0,126.0,0.0,1.0,17.0,52.0,46.0,1041.0,14.0,100.0,725000.0,1.0,1.0,1.0,40490.0
"""8428""",624.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,2.0,3.0,4.0,129.0,0.0,7.0,7.0,55.0,100.0,1146.0,14.0,99.0,725000.0,1.0,1.0,1.0,40142.0
"""8429""",42.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,14.0,14.0,8.0,113.0,-2.0,1.0,8.0,41.0,650.0,1056.0,14.0,104.0,725000.0,2.0,3.0,1.0,39725.0
"""8430""",63.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,9.0,7.0,3.0,124.0,0.0,370.0,3.0,50.0,43.0,1115.0,14.0,100.0,725000.0,1.0,4.0,1.0,39360.0
"""8431""",1156.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,1.0,6.0,19.0,130.0,-2.0,18.0,17.0,63.0,280.0,1059.0,14.0,105.0,725000.0,6.0,2.0,1.0,40588.0
"""8432""",791.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,7.0,1.0,16.0,124.0,0.0,268.0,19.0,50.0,85.0,1052.0,14.0,102.0,725000.0,2.0,3.0,1.0,40411.0
"""8433""",998.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,8.0,5.0,5.0,124.0,0.0,47.0,13.0,50.0,250.0,1094.0,14.0,95.0,725000.0,2.0,2.0,1.0,40138.0
"""8434""",739.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,6.0,11.0,51.0,125.0,0.0,7.0,6.0,51.0,80.0,1012.0,14.0,99.0,725000.0,3.0,1.0,1.0,40221.0
"""8435""",1181.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,12.0,9.0,13.0,116.0,-5.0,30.0,15.0,47.0,970.0,1229.0,14.0,88.0,725000.0,1.0,2.0,1.0,40483.0
"""8436""",54.0,41798.0,33689.0,8.0,4.0,1400.0,2.0,13.0,12.0,7.0,112.0,-7.0,3.0,14.0,45.0,110.0,1025.0,14.0,105.0,725000.0,1.0,1.0,1.0,38266.0
"""8437""",1027.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,5.0,9.0,19.0,125.0,-2.0,9.0,21.0,78.0,360.0,1153.0,14.0,107.0,1000000.0,2.0,2.0,1.0,39751.0
"""8438""",1026.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,9.0,6.0,16.0,120.0,1.0,124.0,9.0,70.0,120.0,1142.0,14.0,106.0,1000000.0,3.0,2.0,1.0,40248.0
"""8439""",825.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,3.0,2.0,24.0,130.0,0.0,1.0,10.0,81.0,390.0,1056.0,14.0,110.0,1000000.0,1.0,1.0,1.0,39742.0
"""8440""",662.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,10.0,8.0,1.0,115.0,-2.0,15.0,8.0,68.0,150.0,1097.0,14.0,111.0,1000000.0,8.0,3.0,1.0,39924.0
"""8441""",322.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,8.0,4.0,9.0,121.0,0.0,3.0,9.0,72.0,96.0,1102.0,14.0,114.0,1000000.0,1.0,2.0,1.0,39700.0
"""8442""",516.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,4.0,3.0,51.0,129.0,0.0,9.0,24.0,80.0,45.0,1003.0,14.0,111.0,1000000.0,8.0,2.0,1.0,39901.0
"""8443""",913.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,7.0,12.0,4.0,124.0,0.0,13.0,7.0,75.0,280.0,1076.0,14.0,110.0,1000000.0,1.0,2.0,1.0,40128.0
"""8444""",108.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,11.0,5.0,55.0,117.0,0.0,1.0,14.0,68.0,330.0,1069.0,14.0,106.0,1000000.0,1.0,2.0,1.0,39341.0
"""8445""",756.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,6.0,1.0,6.0,123.0,-2.0,13.0,8.0,76.0,260.0,1041.0,14.0,112.0,1000000.0,4.0,2.0,1.0,39472.0
"""8446""",812.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,2.0,13.0,5.0,133.0,0.0,3.0,19.0,84.0,65.0,992.0,14.0,109.0,1000000.0,3.0,2.0,1.0,40208.0
"""8447""",848.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,1.0,10.0,15.0,131.0,-2.0,1.0,20.0,84.0,180.0,1079.0,14.0,102.0,1000000.0,2.0,3.0,1.0,40063.0
"""8448""",813.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,12.0,7.0,3.0,116.0,2.0,7.0,15.0,65.0,35.0,1044.0,14.0,116.0,1000000.0,2.0,2.0,1.0,40070.0
"""8449""",905.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,14.0,11.0,8.0,111.0,-2.0,3.0,1.0,61.0,390.0,1103.0,14.0,92.0,1000000.0,1.0,2.0,1.0,40051.0
"""8450""",95.0,41798.0,33690.0,8.0,3.0,2000.0,2.0,13.0,14.0,35.0,116.0,2.0,46.0,23.0,65.0,130.0,1053.0,14.0,101.0,1000000.0,6.0,2.0,1.0,39547.0
"""8451""",24.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,8.0,5.0,55.0,117.0,1.0,15.0,16.0,101.0,360.0,1164.0,10.0,117.0,2500000.0,3.0,2.0,1.0,39185.0
"""8452""",643.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,3.0,2.0,5.0,126.0,0.0,7.0,5.0,111.0,38.0,1195.0,10.0,126.0,2500000.0,1.0,2.0,1.0,39699.0
"""8453""",915.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,9.0,4.0,3.0,116.0,0.0,1.0,9.0,101.0,51.0,1194.0,10.0,119.0,2500000.0,4.0,2.0,1.0,40208.0
"""8454""",293.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,10.0,9.0,13.0,113.0,0.0,9.0,15.0,97.0,550.0,1100.0,10.0,113.0,2500000.0,2.0,2.0,1.0,38953.0
"""8455""",883.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,5.0,7.0,51.0,123.0,0.0,14.0,16.0,108.0,47.0,1134.0,10.0,122.0,2500000.0,2.0,3.0,1.0,40075.0
"""8456""",436.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,6.0,1.0,4.0,119.0,0.0,9.0,7.0,104.0,92.0,1174.0,10.0,118.0,2500000.0,2.0,2.0,1.0,39712.0
"""8457""",499.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,2.0,8.0,24.0,132.0,0.0,9.0,16.0,117.0,160.0,1091.0,10.0,117.0,2500000.0,6.0,2.0,1.0,39938.0
"""8458""",318.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,7.0,10.0,6.0,118.0,0.0,3.0,10.0,103.0,240.0,1105.0,10.0,120.0,2500000.0,2.0,2.0,1.0,39703.0
"""8459""",502.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,1.0,3.0,9.0,133.0,0.0,9.0,20.0,118.0,210.0,1083.0,10.0,126.0,2500000.0,3.0,3.0,1.0,39170.0
"""8460""",577.0,41798.0,33691.0,8.0,0.0,1400.0,2.0,4.0,6.0,35.0,124.0,0.0,64.0,16.0,109.0,41.0,1102.0,10.0,122.0,2500000.0,6.0,2.0,1.0,39863.0
"""8461""",250.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,8.0,2.0,55.0,121.0,0.0,48.0,16.0,68.0,140.0,1152.0,12.0,102.0,1000000.0,6.0,2.0,1.0,39497.0
"""8462""",1100.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,9.0,4.0,8.0,117.0,-2.0,18.0,13.0,66.0,550.0,1063.0,12.0,101.0,1000000.0,3.0,2.0,1.0,39552.0
"""8463""",315.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,7.0,10.0,9.0,122.0,0.0,7.0,15.0,69.0,590.0,1166.0,12.0,106.0,1000000.0,2.0,3.0,1.0,39367.0
"""8464""",1054.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,5.0,5.0,5.0,127.0,0.0,1.0,9.0,74.0,51.0,1058.0,12.0,113.0,1000000.0,6.0,2.0,1.0,40223.0
"""8465""",1102.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,2.0,12.0,35.0,131.0,0.0,14.0,16.0,83.0,550.0,1084.0,12.0,106.0,1000000.0,6.0,3.0,4.0,40657.0
"""8466""",391.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,11.0,8.0,12.0,119.0,0.0,3.0,23.0,66.0,420.0,1122.0,12.0,107.0,1000000.0,2.0,3.0,1.0,39323.0
"""8467""",615.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,6.0,3.0,7.0,118.0,-7.0,147.0,9.0,72.0,420.0,1063.0,12.0,100.0,1000000.0,6.0,2.0,1.0,39186.0
"""8468""",737.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,3.0,9.0,3.0,131.0,0.0,9.0,10.0,78.0,15.0,1164.0,12.0,120.0,1000000.0,2.0,2.0,1.0,40459.0
"""8469""",1248.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,10.0,6.0,4.0,119.0,0.0,55.0,7.0,66.0,140.0,1161.0,12.0,104.0,1000000.0,5.0,2.0,1.0,40440.0
"""8470""",99.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,12.0,7.0,13.0,111.0,-5.0,30.0,15.0,63.0,260.0,1165.0,12.0,106.0,1000000.0,1.0,2.0,3.0,40081.0
"""8471""",614.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,1.0,11.0,19.0,131.0,-2.0,7.0,20.0,80.0,280.0,1142.0,12.0,107.0,1000000.0,2.0,2.0,1.0,39370.0
"""8472""",404.0,41798.0,33692.0,8.0,3.0,1400.0,2.0,4.0,1.0,51.0,129.0,0.0,9.0,18.0,76.0,180.0,1130.0,12.0,98.0,1000000.0,2.0,3.0,1.0,39667.0
"""8473""",1025.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,3.0,2.0,24.0,129.0,0.0,9.0,14.0,74.0,72.0,1146.0,14.0,108.0,1000000.0,2.0,2.0,1.0,40441.0
"""8474""",784.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,12.0,1.0,1.0,115.0,-2.0,58.0,22.0,62.0,620.0,1064.0,14.0,105.0,1000000.0,3.0,2.0,1.0,40251.0
"""8475""",422.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,10.0,7.0,19.0,116.0,-2.0,37.0,7.0,63.0,350.0,1058.0,14.0,108.0,1000000.0,1.0,2.0,1.0,40086.0
"""8476""",1249.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,8.0,13.0,16.0,120.0,1.0,108.0,19.0,69.0,990.0,1079.0,14.0,95.0,1000000.0,3.0,2.0,1.0,40640.0
"""8477""",1250.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,7.0,12.0,9.0,124.0,0.0,1.0,4.0,69.0,640.0,1100.0,14.0,108.0,1000000.0,1.0,1.0,1.0,40474.0
"""8478""",1191.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,13.0,6.0,7.0,109.0,-7.0,14.0,9.0,61.0,990.0,960.0,14.0,98.0,1000000.0,2.0,3.0,1.0,40429.0
"""8479""",410.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,14.0,5.0,6.0,115.0,2.0,3.0,3.0,60.0,990.0,1204.0,14.0,93.0,1000000.0,1.0,3.0,1.0,39696.0
"""8480""",1204.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,1.0,8.0,3.0,129.0,0.0,1.0,18.0,74.0,28.0,1055.0,14.0,114.0,1000000.0,2.0,2.0,1.0,40449.0
"""8481""",1186.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,9.0,10.0,12.0,118.0,0.0,13.0,23.0,63.0,990.0,1167.0,14.0,107.0,1000000.0,2.0,2.0,1.0,40443.0
"""8482""",69.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,5.0,11.0,13.0,120.0,-5.0,7.0,15.0,70.0,250.0,1109.0,14.0,104.0,1000000.0,2.0,4.0,1.0,39701.0
"""8483""",179.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,6.0,3.0,8.0,122.0,-2.0,1.0,13.0,69.0,340.0,1017.0,14.0,102.0,1000000.0,2.0,2.0,1.0,40047.0
"""8484""",1251.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,11.0,4.0,4.0,117.0,0.0,1.0,2.0,67.0,190.0,1029.0,14.0,98.0,1000000.0,3.0,2.0,1.0,40624.0
"""8485""",859.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,2.0,14.0,35.0,129.0,0.0,3.0,16.0,74.0,230.0,1042.0,14.0,102.0,1000000.0,1.0,3.0,1.0,40414.0
"""8486""",1069.0,41798.0,33693.0,8.0,3.0,1200.0,2.0,4.0,9.0,5.0,125.0,0.0,3.0,2.0,70.0,21.0,1091.0,14.0,112.0,1000000.0,6.0,2.0,1.0,40270.0
"""8487""",860.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,6.0,14.0,15.0,126.0,-2.0,9.0,20.0,87.0,990.0,1190.0,14.0,105.0,1400000.0,2.0,3.0,1.0,39717.0
"""8488""",476.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,11.0,8.0,5.0,122.0,0.0,1.0,6.0,81.0,100.0,1107.0,14.0,105.0,1400000.0,2.0,2.0,3.0,40431.0
"""8489""",444.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,5.0,7.0,24.0,128.0,0.0,47.0,20.0,87.0,200.0,1178.0,14.0,115.0,1400000.0,2.0,2.0,1.0,40102.0
"""8490""",87.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,8.0,4.0,55.0,124.0,0.0,1.0,13.0,83.0,720.0,1040.0,14.0,108.0,1400000.0,6.0,2.0,1.0,40218.0
"""8491""",641.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,7.0,2.0,51.0,126.0,0.0,13.0,21.0,85.0,39.0,1151.0,14.0,118.0,1400000.0,2.0,2.0,1.0,40113.0
"""8492""",1015.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,13.0,6.0,1.0,117.0,-2.0,14.0,9.0,78.0,890.0,1016.0,14.0,106.0,1400000.0,3.0,2.0,1.0,40295.0
"""8493""",1024.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,4.0,10.0,16.0,130.0,0.0,367.0,17.0,89.0,79.0,1140.0,14.0,112.0,1400000.0,2.0,2.0,1.0,40046.0
"""8494""",755.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,12.0,5.0,19.0,120.0,-2.0,1.0,20.0,81.0,570.0,1211.0,14.0,108.0,1400000.0,1.0,2.0,1.0,38995.0
"""8495""",1060.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,10.0,9.0,3.0,123.0,0.0,30.0,15.0,82.0,21.0,1161.0,14.0,118.0,1400000.0,2.0,3.0,1.0,40454.0
"""8496""",186.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,1.0,12.0,13.0,128.0,-5.0,7.0,10.0,92.0,990.0,1147.0,14.0,100.0,1400000.0,2.0,2.0,3.0,40093.0
"""8497""",1252.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,14.0,1.0,35.0,116.0,0.0,1.0,16.0,80.0,190.0,1135.0,14.0,114.0,1400000.0,6.0,2.0,1.0,40579.0
"""8498""",311.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,3.0,3.0,4.0,131.0,0.0,3.0,18.0,90.0,120.0,1014.0,14.0,0.0,1400000.0,2.0,2.0,1.0,40084.0
"""8499""",680.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,9.0,11.0,6.0,122.0,-2.0,1.0,9.0,83.0,990.0,1082.0,14.0,101.0,1400000.0,5.0,2.0,3.0,39699.0
"""8500""",308.0,41798.0,33694.0,8.0,2.0,1200.0,2.0,2.0,13.0,7.0,126.0,-7.0,1.0,9.0,92.0,350.0,1045.0,14.0,115.0,1400000.0,3.0,2.0,1.0,39855.0
